ID,Isi Berita,Label
160,"Indeks Harga Saham Gabungan (IHSG) pagi ini bergerak melemah di zona merah. IHSG terpantau terus bergerak ke level di 6.400-an.
Dikutip dari RTI, Rabu (16/9/2026), IHSG pukul 9.02 WIB berada di level 6.452,47, turun 0,13% atau 8,67 poin. Sementara IHSG pada pembukaan berada di level 6.453,91.
Kemudian pada awal perdagangan ini, nilai indeks saham Garuda tercatat mencapai level tertinggi 6.460,81 dan terendah 6.445,23.
Volume transaksi tercatat 845,18 juta saham, turnover Rp 392,72 miliar dengan frekuensi transaksi 75.421 kali. Sebanyak 181 saham menguat, 241 saham melemah, dan 234 saham tidak mengalami perubahan.
IHSG tercatat sudah melemah 3,41% secara mingguan. Namun nilai indeks saham Garuda ini masih berada di zona hijau jika selama bulanan dengan kenaikan 0,01%. Begitu juga jika dilihat per tiga bulan yang masih naik 7,37%.
Simak juga Video 'Mau Tingkatkan Likuiditas, BEI Wacanakan Hapus Batas Rp 50 Saham':
(acd/acd)",finance
161,"Mata uang rupiah kembali melemah di hadapan dolar Amerika Serikat (AS) pada perdagangan Rabu (16/9/2026). Mata uang Paman Sam itu bergerak menguat pada level Rp 17.700-an.
Berdasarkan data RTI Bloomberg, dolar AS menguat 0,24% ke level Rp 17.737 pagi ini. Pada perdagangan sebelumnya, Selasa (15/9), dolar AS diketahui ditutup pada level Rp 17.694.
| Baca juga: Dolar AS Naik Tipis ke Rp 17.671 Pagi Ini | 
Sementara berdasarkan data RTI Business, dolar AS pagi ini menguat 0,23% di level Rp 17.718. Mata uang Paman Sam itu tercatat menguat sepanjang perdagangan sepekan terakhir sebesar 0,70%.
Dolar AS bergerak variatif terhadap sejumlah mata uang negara besar lainnya. Terhadap UER, dolar AS tercatat melemah 0,06%. Sementara terhadap mata uang GBP, dolar AS juga melemah 0,04%.
Kemudian terhadap mata uang AUD, mata uang Paman Sam itu melemah 0,13%. Selanjutnya pada mata uang JPY dolar AS menguat 0,12%.
Dolar AS juga menguat terhadap mata uang CAD sebesar 0,10%. Kemudian terhadap mata uang CHF, dolar AS menguat 0,06%.
Simak juga Video 'Kata Menteri UMKM soal Dampak Kenaikan Dolar ke Pelaku Usaha':
(acd/acd)",finance
162,"PT Varnion Technology Semesta (Varnion) menggandeng Omada by TP-Link melalui penandatanganan Memorandum of Understanding (MoU) dalam acara pengenalan teknologi Wi-Fi 8 di Kuala Lumpur, Malaysia. Kerja sama ini bagian dari upaya memperkuat pengembangan konektivitas generasi terbaru di sektor hospitality dan enterprise Indonesia.
Anak usaha PT Sarana Menara Nusantara Tbk (TOWR) tersebut akan mendapatkan akses ke perangkat terbaru dan dukungan dari tim pengembangan Omada. Dukungan ini akan digunakan untuk mendukung riset, pengujian, hingga pengembangan produk dan layanan.
Lewat kolaborasi tersebut, Varnion juga dapat mengevaluasi teknologi sesuai dengan kebutuhan operasional pelanggan, sekaligus mengintegrasikannya ke dalam ekosistem aplikasi Varnion. Dukungan terhadap riset dan pengembangan ini menjadi alasan utama Varnion memilih Omada sebagai mitra strategis.
""Omada memberikan akses terhadap perangkat terbaru dan dukungan langsung dari tim pengembangannya. Hal ini memungkinkan kami menguji teknologi, memberikan masukan dari pengalaman implementasi di lapangan, serta mengembangkan produk dan layanan yang semakin relevan bagi pelanggan di Indonesia,"" ujar Founder & President Director Varnion, Alexander Budiman, dalam keterangan tertulis, Rabu (16/9/2026).
| Baca juga: IHSG Bergerak di Zona Merah Pagi Ini | 
Sementara itu Director TP-Link Indonesia, Jimmy Gu, menjelaskan inovasi bukan hanya tentang menghadirkan teknologi terbaru, tetapi memberikan manfaat nyata bagi bisnis. Menurutnya, kolaborasi dengan Varnion menjadi kesempatan untuk menggabungkan kemampuan teknologi Omada dengan pemahaman terhadap kebutuhan pelanggan di lapangan.
Saat ini, Varnion tengah mengembangkan Wi-Fi 8 melalui standar IEEE 802.11bn, mengusung pendekatan Ultra High Reliability (UHR). Fokusnya adalah meningkatkan keandalan dan konsistensi koneksi, terutama pada lingkungan dengan kepadatan perangkat tinggi, interferensi antarsinyal, dan pengguna yang terus bergerak.
Pengembangan Wi-Fi 8 mencakup teknologi yang memungkinkan access point mengatur penggunaan spektrum dan sinyal secara lebih terkoordinasi. Teknologi ini ditujukan untuk mengurangi gangguan sinyal, menekan lonjakan latensi dan kehilangan data, serta membuat perpindahan koneksi antar-access point atau roaming menjadi lebih lancar.
Keandalan jaringan semakin penting untuk mendukung video, aplikasi cloud, perangkat IoT, hingga layanan berbasis AI yang membutuhkan koneksi cepat dan stabil. Di hotel, kualitas jaringan berpengaruh pada pengalaman tamu, sementara bagi perusahaan, koneksi yang stabil membantu menjaga produktivitas dan kelancaran operasional.
Sebagai ISP yang menyediakan solusi berbasis aplikasi, Varnion menggabungkan layanan konektivitas dan aplikasi dalam satu ekosistem. Layanan tersebut mencakup CloudOne, Megalos untuk mengelola konektivitas, Keponet untuk pekerjaan operasional, serta Vlepo untuk layanan TV dan pengalaman digital bagi tamu.
""Tujuan kami adalah menerjemahkan perkembangan teknologi menjadi manfaat nyata bagi pelanggan. Dukungan Omada memperkuat kemampuan riset kami untuk menghadirkan jaringan yang andal, aplikasi yang terintegrasi, dan layanan yang membantu pelanggan menjalankan bisnisnya dengan lebih baik,"" tutup Alexander.
Simak juga Video 'Jangan Sering Cabut Kabel WiFi di Malam Hari!':
(ahi/ara)",finance
163,"PT Pertamina Patra Niaga melalui kapal tanker MT Mauhau terlibat dalam membantu penyelamatan korban MV Virgo Transport 8 yang tenggelam di perairan Laut Jawa pada Minggu (13/9/2026).
Kapal MT Mauhau membawa 16 korban dan telah diserahkan kepada Basarnas untuk mendapatkan penanganan lebih lanjut.
MT Mauhau sendiri tiba di Pelabuhan Trisakti, Banjarmasin, pada Senin (14/9) sekitar pukul 06.10 WITA. Dari 16 korban yang dibawa, terdiri atas 15 orang selamat dan 1 orang meninggal dunia.
Setelah tiba di Pelabuhan Trisakti, seluruh korban diserahterimakan kepada Posko SAR/Basarnas untuk proses penanganan dan evakuasi lanjutan sesuai kondisi masing-masing korban. Serah terima korban tersebut menjadi bagian dari rangkaian respons cepat MT Mauhau sejak menerima informasi kondisi darurat hingga membawa para korban menuju titik penanganan di darat.
Sebelumnya, saat berlayar menuju Tuban, MT Mauhau menerima distress signal dari MV Virgo Transport 8 melalui radio VHF. Nakhoda segera mengarahkan kapal menuju lokasi yang berjarak sekitar 10 NM dan berkoordinasi dengan Basarnas serta pihak terkait untuk mendukung proses SAR. Sekitar pukul 03.00 LT, awak kapal mendeteksi parachute flare dari para korban dan kemudian berhasil mengevakuasi 16 orang, termasuk nakhoda MV Virgo Transport 8.
Selama berada di atas kapal, para korban mendapatkan pertolongan awal dan kebutuhan dasar. Satu korban dengan kondisi luka berat kemudian dinyatakan meninggal dunia sekitar pukul 10.16 LT.
VP Corporate Communication PT Pertamina Patra Niaga Kitty Andhora menyampaikan apresiasi kepada Nakhoda dan seluruh awak MT Mauhau yang bergerak cepat membantu proses penyelamatan.
""Begitu menerima informasi kondisi darurat, awak MT Mauhau segera bergerak membantu penyelamatan para korban. Pagi ini, seluruh korban telah kami serahkan kepada Basarnas untuk mendapatkan penanganan lebih lanjut. Keselamatan jiwa menjadi prioritas utama dan ini merupakan wujud semangat kemanusiaan insan Pertamina untuk selalu hadir ketika masyarakat membutuhkan bantuan,"" ujar Kitty dalam keterangan tertulis, Senin (14/9/2026).
Setelah proses serah terima selesai, MT Mauhau melanjutkan pelayaran menuju Tuban. Kapal berangkat dari OB Banjarmasin pada 14 September pukul 13.30 LT dan dijadwalkan tiba di Tuban pada 15 September 2026 pukul 16.00 LT. Seluruh 21 awak kapal dalam kondisi aman dan sehat.
Pertamina Patra Niaga terus berkomitmen mendukung keselamatan pelayaran melalui kesiapsiagaan, respons cepat, serta koordinasi dengan Basarnas dan pihak terkait dalam menghadapi situasi darurat.
(rea/hns)",finance
164,"Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia buka-bukaan soal antrean kendaraan di sejumlah SPBU di Makassar pada beberapa hari belakangan ini. Kendaraan yang antre tersebut untuk mendapatkan Bahan Bakar Minyak (BBM) subisidi.
Bahlil membantah antrean tersebut terjadi karena adanya kelangkaan BBM subsidi. Pasalnya kata Bahlil, cadangan BBM nasional masih berada di atas standar minimum nasional, yakni sekitar 20 hari.
Ia mengatakan kondisi antrean ini terjadi karena adanya fenomena peralihan atau shifting dari masyarakat yang menggunakan BBM nonsubsidi ke BBM subsidi. Pergeseran ini terjadi karena harga adanya perbedaan harga yang tinggi dari BBM nonsubsidi dan BBM subsidi.
| Baca juga: Bahlil Pastikan Cadangan BBM di Atas 20 Hari | 
""Masalahnya sekarang, adalah banyak orang awalnya tidak memakai subisidi, kemudian shifting ke subsidi, ini karena harganya melonjak. Itulah yang terjadi sebagian di Makassar. Ini karena Unhas kan, harus kita masuk juga ini bagian Makassar,"" ujar Bahlil dalam acara Sesi Talkshow Innovation Technology for Social and Environmental Awards (InTechSea) 2026, Jakarta, Senin kemarin.
""Aku sudah cek, apa ini masalahnya, karena cadangan nasional kita 20 hari. Harusnya enggak logic masa terjadi antre?"" sambung Bahlil.
Bahlil bilang, kondisi antrean kendaraan di SPBU Makassar ini diperparah karena adanya dugaan kendaraan yang dimodifikasi untuk mengisi BBM subsidi dalam jumlah besar. Dia pun meminta dukungan Kepolisian untuk menindaklanjuti adanya dugaan tersebut.
""Dan ternyata Bapak, Ibu semua, saya minta tolong kerja sama sama Kepolisian, itu adalah ada sebagian shifting, tapi jauh lebih dari itu adalah ada mobil-mobil Pajero, mobil-mobil truk, bikin tangki gede, besar, sampai 700 liter 1 ton, isi minyak di situ,"" kata Bahlil.
""Dalam hati saya ini bagaimana model begini? Kalau begini, mau tunggu Menteri ESDM dari langit pun akan seperti ini. Ini yang terjadi, Bos,"" tambah Bahlil.
Lebih lanjut, Bahlil juga menyampaikan adanya indikasi antrean tersebut direkayasa. Di mana ada sebagian motor dan mobil yang belum kosong tangki bensinnya sengaja mengantre.
""Bahkan ada beberapa indikasi sengaja motor dan mobil itu antre, tangkinya belum kosong sudah antre. Isinya ada yang cuma 15 liter, 10 liter, 20 liter,"" katanya.
Simak Video 'Bahlil Ungkap Penyebab Antrean Panjang BBM di Makassar':
(hrp/fdl)",finance
165,"Harga minyak mentah dunia kembali memanas seiring munculnya kekhawatiran akan gangguan pasokan dari Timur Tengah. Jaringan pipa penting milik Arab Saudi masih belum beroperasi setelah mengalami serangan.
Melansir Reuters, Selasa (15/9/2026), harga minyak mentah Brent berjangka yang kerap menjadi patokan global pada pukul 00.26 GMT (07.26 WIB) tercatat naik hingga US$ 1,24 per barel atau 1,18% menjadi US$ 106,93 per barel.
Sementara itu, harga minyak mentah West Texas Intermediate (WTI) AS berjangka juga tercatat naik US$ 1,29 per barel atau 1,24% menjadi US$ 102,65 per barel. Kenaikan harga ini terjadi usai nilai produk minyak mentah yang menjadi patokan global itu naik 1,3% pada sesi sebelumnya.
Untuk diketahui, Arab Saudi telah menutup jalur pipa minyak utama mereka yang menghubungkan wilayah penghasil minyak di kawasan Teluk Persia dengan terminal ekspor di Laut Merah (East-West Pipeline) imbas serangan pasukan Houthi.
Masalah belum berhenti di sana, pasukan Houthi yang didukung oleh Iran di Yaman terus melancarkan serangan baru terhadap Arab Saudi hingga Senin (14/9) kemarin.
Kelompok Houthi melancarkan serangan rudal dan drone terhadap pangkalan udara militer Khamis Mushait di selatan Arab Saudi, menghantam hanggar pesawat, sistem radar, landasan pacu, dan gudang amunisi sebagai balasan atas serangan Saudi di Yaman.
Di sisi lain, negara-negara Teluk Arab menunda diskusi yang direncanakan dengan Iran. Kondisi-kondisi seperti inilah yang kemudian memicu kekhawatiran atas konflik di Timur Tengah dapat meluas dan mengganggu pasokan minyak global.
""Para pedagang minyak memperlakukan setiap serangan baru atau kerusakan infrastruktur sebagai tambahan risiko pasokan, sementara tetap sangat peka terhadap tanda-tanda bahwa aliran pipa Timur-Barat atau aliran Hormuz dapat kembali normal,"" kata Tim Waterer, kepala analis pasar di KCM Trade.
Dalam hal ini, Arab Saudi diperkirakan bisa kehabisan cadangan minyak yang tersedia untuk ekspor dalam beberapa hari ke depan yang berpotensi mengurangi hingga 4% pasokan minyak global dari pasar. Kecuali jika negara itu memulihkan operasi pada jalur East-West Pipeline.
Padahal, lalu lintas kapal komoditas melalui Selat Hormuz terus turun menjadi kurang dari 10 transit per hari selama akhir pekan kemarin, dari rata-rata 14 transit selama 10 hari terakhir. Membuat pengiriman melalui rute yang biasanya mengangkut sekitar 20% pasokan minyak global sebelum perang tersebut dinilai semakin sulit.
""Pertanyaan besar bagi para pedagang saat ini adalah berapa lama gangguan jalur pipa Timur-Barat akan berlangsung. Gangguan yang berkepanjangan dan hilangnya pasokan yang terkait dapat dengan mudah mendorong harga ke level yang lebih tinggi,"" tambah Waterer.
Simak juga Video 'Harga Minyak Meroket, Bahlil Pastikan Belum Ada Kenaikan BBM Subsidi':
(acd/acd)",finance
166,"Pertamina Patra Niaga menyampaikan permohonan maaf atas ketidaknyamanan yang dirasakan masyarakat dalam beberapa hari terakhir terkait layanan pembelian BBM di sejumlah SPBU di Kota Makassar.
""Pertamina Patra Niaga memahami kesulitan dan aspirasi masyarakat. Kami memohon maaf atas ketidaknyamanan yang terjadi,"" kata Executive General Manager Pertamina Patra Niaga Regional Sulawesi, Deny Sukendar, dalam keterangan resminya, Selasa (15/9/2026).
Ia mengatakan perusahaan akan terus melakukan berbagai langkah pemulihan dan perbaikan untuk memastikan kebutuhan BBM masyarakat dapat terpenuhi dan layanan di SPBU kembali berjalan optimal.
Menurutnya sebagai bagian dari upaya recovery, Pertamina Patra Niaga Regional Sulawesi telah melakukan sejumlah langkah untuk meningkatkan kapasitas pelayanan di SPBU untuk mempercepat pelayanan sekaligus mengurai kepadatan antrean yang terjadi di lapangan.
Upaya tersebut meliputi penambahan jam operasional SPBU, penguatan dan penambahan pasokan BBM, penambahan jumlah nozzle dan operator di sejumlah SPBU, serta penambahan Outlet Satgas Pelayanan BBM.
Dalam pelaksanaannya, perusahaan juga terus memperkuat koordinasi dengan Pemerintah Daerah, TNI, Polri, serta seluruh pemangku kepentingan terkait melalui Satgas Gabungan. Satgas Gabungan ini melakukan pemantauan dan pengawasan secara langsung di lapangan, termasuk membantu pengaturan dan penguraian antrean di SPBU serta memastikan pelayanan BBM berjalan tertib dan tepat sasaran.
""Berbagai langkah recovery telah kami lakukan dan terus kami perkuat, termasuk bersama Satgas Gabungan di lapangan. Kami melihat kondisi antrean di sejumlah SPBU Makassar saat ini sudah berangsur membaik, dengan layanan yang semakin normal,"" terangnya.
Selain melakukan penanganan di lapangan, Deny mengatakan Pertamina Patra Niaga juga terus membuka informasi kepada publik melalui akun media sosial resmi Pertamina Patra Niaga Regional Sulawesi, Instagram @pertaminasulawesi.
Informasi terkait kondisi layanan dan operasional SPBU disampaikan secara berkala agar masyarakat dapat memperoleh informasi yang aktual, mudah diakses, dan transparan mengenai perkembangan layanan BBM di Makassar.
""Pertamina Patra Niaga mengapresiasi kesabaran, pengertian, serta masukan yang disampaikan masyarakat selama proses pemulihan. Perusahaan berkomitmen untuk terus melakukan evaluasi dan meningkatkan kualitas pelayanan BBM di Makassar agar kebutuhan energi masyarakat dapat dilayani dengan semakin baik,"" pungkasnya.
Simak Video 'Bahlil Ungkap Penyebab Antrean Panjang BBM di Makassar':
(acd/acd)",finance
167,"Trans Mall Group resmi meluncurkan program Pembangkit Listrik Tenaga Surya (PLTS) Atap di 16 lokasi di Indonesia. Di mana 13 lokasi PLTS Atas berada di Transmart dan 3 lokasi berada di Trans Studio Mall.
Peresmian PLTS Atap dilakukan di Kantor Pusat Transmart Cempaka Putih, Jakarta, Senin (15/9/2026). Adapun kapasitas terpasang mencapai 12,34 MWp atau sekitar 12.000 kWp yang memanfaatkan luasan atap sebesar 90.600 m² dan 21.000 panel surya.
Instalasi PLTS Atap Trans Mall Group mampu mengonversi panas matahari menjadi sekitar 16,8 GWh (16 juta kWh) listrik bersih setiap tahunnya.
Human Resources & Corporate Communications Director PT Trans Retail Indonesia Satria Hamid Ahmadi menegaskan bahwa peresmian ini bukan sekadar pencapaian teknis, melainkan pernyataan arah strategis perusahaan.
""Implementasi PLTS atap di 16 lokasi kami secara serentak adalah wujud nyata bahwa Trans Mall Group serius dalam menjalankan komitmen ESG sebagai bagian dari DNA bisnis kami, bukan sekadar agenda pelengkap. Kami ingin membuktikan bahwa ritel modern Indonesia mampu memimpin transisi energi, dan keberhasilan program ini menjadi fondasi kuat untuk langkah-langkah keberlanjutan kami selanjutnya,"" ujarnya.
Satria menjelaskan bahwa peresmian PLTS Atap ini ini setara dengan mengurangi emisi karbon lebih dari 13 juta kilogram (13 ribu ton) CO2 per tahun, atau sebanding dengan manfaat penyerapan karbon dari lebih dari 97.000 pohon.
Melalui pemanfaatan energi surya ini, Trans Mall Group juga berhasil memperoleh efisiensi biaya listrik sebesar 8 hingga 10% per tahun.
""Dan alhamdulillah jika hal ini nanti memang mungkin bisa menjadi contoh model, role model bagi kita semua, bagi pengembangan industri retail dan juga bagi pengembangan perusahaan-perusahaan juga yang akan mengikuti ya jejak dari Transmart, Trans Studio Mall ya membuat PLTS-PLTS ya di sektornya masing-masing tentu ini juga akan berhasil guna dan juga menjadi efisiensi buat kita semua,"" katanya.
Program ini merupakan hasil kolaborasi strategis antara Trans Mall Group dan PT Xurya Daya Indonesia (Xurya), serta didukung oleh kemitraan jangka panjang antara CT Corp dan Mitsui & Co., Ltd., di mana Xurya merupakan afiliasi dari Mitsui & Co., Ltd.
VP Commercial Xurya Adhi Laksmanaputra menyampaikan kolaborasi dengan Trans Mall Group merupakan bagian dari hubungan jangka panjang yang terus berkembang. Di mana pihaknya akan memberikan dukungan dari sisi pemeliharaan untuk memastikan kinerja PLTS tetap optimal.
""Harapan kita, kerja sama antara Xurya Energy dan Transmall Group tidak berakhir di acara peresmian ini. Kita akan senantiasa support dari sisi maintenance, kita akan selalu pastikan performance-nya tetap optimal, dan yang pasti memberikan nilai keberlanjutan bagi bisnis,"" terangnya.
(hrp/fdl)",finance
168,"Sebanyak 753 Stasiun Pengisian dan Pengangkutan Bulk Elpiji (SPBE) Pertamina Patra Niaga di seluruh Indonesia telah menerapkan standar Barang Dalam Keadaan Terbungkus (BDKT) untuk pengisian LPG, baik subsidi maupun nonsubsidi.
Penerapan standar tersebut salah satunya dipastikan saat Wakil Menteri Perdagangan (Wamendag) Dyah Roro Esti Widya Putri mengunjungi Fuel Terminal (FT) Padalarang, Kabupaten Bandung Barat, Jawa Barat, Senin (14/9) kemarin.
Dalam kunjungan tersebut, Dyah Roro meninjau proses pengisian tabung LPG 3 kg di SPBE. Ia melihat langsung proses pengisian sekaligus pengecekan takaran dan keamanan tabung sebelum didistribusikan kepada masyarakat.
Direktur Pemasaran Retail Pertamina Patra Niaga Eko Ricky mengatakan proses pengisian LPG di SPBE Padalarang telah memenuhi ketentuan BDKT. Standar yang sama, kata dia, diterapkan di seluruh SPBE Pertamina Patra Niaga.
""Pertamina Patra Niaga berkomitmen penuh memastikan setiap tabung Elpiji yang diterima masyarakat memiliki kuantitas dan kualitas yang tepat sesuai standar. Saat ini, sebanyak 753 SPBE pengisian Elpiji, baik subsidi (PSO) maupun non-subsidi di seluruh Indonesia telah 100 persen menerapkan standar BDKT,"" ujar Eko Ricky.
Selain takaran, pengawasan juga mencakup aspek keamanan tabung LPG. Pertamina Patra Niaga melakukan sosialisasi, pengecekan, dan pengawasan di lapangan untuk memastikan LPG yang diterima konsumen sesuai takaran dan dalam kondisi aman.
Pengawasan tersebut dilakukan bersama Kementerian Perdagangan dan dinas terkait di masing-masing provinsi.
""Apresiasi setinggi-tingginya kami sampaikan kepada Kementerian Perdagangan, khususnya Direktorat Metrologi dan dinas terkait di daerah, yang intens berkolaborasi mendampingi pengawasan operasional kami di lapangan. Kami berkomitmen untuk memberikan layanan terbaik, baik dari segi kuantitas maupun kualitas produk Elpiji,"" tutur Eko Ricky.
Wakil Menteri Perdagangan Dyah Roro Esti Widya Putri mengatakan pengecekan takaran LPG 3 kg merupakan bagian dari pengawasan untuk memastikan konsumen memperoleh produk sesuai ketentuan.
""Pengawasan ini adalah wujud kehadiran pemerintah untuk melindungi hak-hak konsumen secara menyeluruh. Konsumen berhak mendapatkan Elpiji 3 kg dengan isi dan takaran yang presisi sesuai ketentuan. Kolaborasi yang erat ini penting untuk memastikan rantai distribusi Elpiji berjalan transparan dan tepat sasaran,"" ujar Wakil Menteri Perdagangan RI, Dyah Roro Esti Widya Putri.
Selain memastikan takaran dan keamanan, pengawasan juga dilakukan terhadap kelancaran rantai pasok LPG. Pertamina Patra Niaga dan Kementerian Perdagangan memastikan ketersediaan serta stok LPG di tingkat regional dan nasional tetap mencukupi.
Pengecekan tersebut dilakukan di tengah dinamika geopolitik global yang dapat memengaruhi rantai pasok energi.
Simak juga Video 'Cerita Bahlil Dapat Perintah Prabowo: Harga BBM dan LPG Subsidi Tidak Naik':
(fdl/fdl)",finance
169,"Trans Mall Group resmi memasang Pembangkit Listrik Tenaga Surya (PLTS) Atap dengan kapasitas mencapai 12,34 megawatt peak (MWp) di 16 lokasi di Indonesia. Sebanyak 13 lokasi PLTS Atap berada di gerai Transmart, sementara 3 lokasi lainnya berada di Trans Studio Mall.
Human Resources & Corporate Communications Director PT Trans Retail Indonesia, Satria Hamid Ahmadi, menyampaikan bahwa instalasi PLTS Atap Trans Mall Group mampu mengonversi panas matahari menjadi sekitar 16,8 GWh (16 juta kWh) listrik bersih setiap tahunnya.
Ia mengatakan dengan memanfaatkan energi surya tersebut Trans Mall Group mampu memberikan efisiensi biaya listrik hingga 10% per tahun.
""Jadi kami dari CT Group ya, kami yang ada di dalamnya akan terus berupaya mencari-mencari inspirasi yang baru ya melalui penghematan-penghematan ya, melalui kontribusi-kontribusinya dan juga siap bekerja sama dengan semua perangkat terkait ya semua ekosistem hingga hasilnya akan berguna bagi kita semua,"" ujarnya dalam Peresmian PLTS Atap di Kantor Pusat Transmart Cempaka Putih, Jakarta, Senin (15/9/2026).
Selain menghemat listrik, pemasangan PLTS Atap ini juga dapat mengurangi emisi karbon lebih dari 13 juta kilogram atau 13.000 ribu ton CO2 per tahun, atau sebanding dengan manfaat penyerapan karbon dari lebih dari 97.000 pohon.
""Dari ya 13 ya Transmart yang dikonversi menjadi PLTS dan 3 untuk Trans Studio Mall yang dikonversi menjadi PLTS, itu tidak lebih tidak kurang ada 13 juta kilo yang bisa kita hemat dari emisi karbon itu sendiri ya. Itu setara dengan 13.000 ton Bapak, Ibu ya. Jadi penghematan pengurangan dari emisi karbon itu sendiri ya,"" katanya.
Program ini merupakan hasil kolaborasi strategis antara Trans Mall Group dan PT Xurya Daya Indonesia (Xurya), serta didukung oleh kemitraan jangka panjang antara CT Corp dan Mitsui & Co., Ltd., di mana Xurya merupakan afiliasi dari Mitsui & Co., Ltd.
VP Commercial Xurya Adhi Laksmanaputra menyampaikan bahwa kolaborasi dengan Trans Mall Group merupakan bagian dari hubungan jangka panjang yang terus berkembang. Di mana pihaknya akan memberikan dukungan dari sisi pemeliharaan untuk memastikan kinerja PLTS tetap optimal.
""Harapan kita, kerja sama antara Xurya Energy dan Transmall Group tidak berakhir di acara peresmian ini. Kita akan senantiasa support dari sisi maintenance, kita akan selalu pastikan performance-nya tetap optimal, dan yang pasti memberikan nilai keberlanjutan bagi bisnis,"" terangnya.
(hrp/fdl)",finance
